"","Site_Visnum_Layer","UID","SITE_ID","VISNUM","Col_Date","Col_loc","Latitude","Longitude","REGION","SUBREGIONS","STATE","SAMPYEAR","CHLA..ug.L.","TN..mgN.L.","DIN..mgN.L.","TP..mgP.L.","DIP..mgP.L.","DIN.DIP..Molar.","TN.TP..Molar.","SECCHI_MEAN..m.","TSS..mg.L.","TS_Chla","TS_N","TS_P","TS_SD","TS_Chla_Q","predict_TSI","predict_Cat"
"797","NCCAGL10-1334_1_SURFACE",11049,"NCCAGL10-1334",1,"5/27/10","SURFACE",42.0045,-82.6771,"Great Lakes","GL5_Erie West","ON",2010,1.94,0.528,0.42,0.004,0.002,462.4,291.8,3.5,NA,"Oligo","Meso","Oligo","Eu","Meso",-160.054723011858,"Oligo"
"798","NCCAGL10-1337_1_SURFACE",11050,"NCCAGL10-1337",1,"5/27/10","SURFACE",41.9942,-82.5816,"Great Lakes","GL5_Erie West","ON",2010,1.88,0.511,0.385,0.003,0.0027,NA,387,2.5,NA,"Oligo","Meso","Oligo","Meso","Meso",-175.894197419454,"Oligo"
"799","NCCAGL10-1343_1_SURFACE",11051,"NCCAGL10-1343",1,"5/26/10","SURFACE",42.029,-83.1368,"Great Lakes","GL5_Erie West","ON",2010,1.05,0.55,0.475,0.006,0.0027,NA,219.3,1.5,NA,"Oligo","Meso","Oligo","Meso","Oligo",-106.663874900218,"Oligo"
"800","NCCAGL10-1354_1_SURFACE",11052,"NCCAGL10-1354",1,"7/29/10","SURFACE",42.5934,-81.4411,"Great Lakes","GL6_Erie Mid","ON",2010,1.6,0.415,0.206,0.007,0.0027,NA,125.9,0.9,NA,"Oligo","Meso","Oligo","Oligo","Oligo",-6.12111772240748,"Meso"
"801","NCCAGL10-2001_1_SURFACE",11053,"NCCAGL10-2001",1,"8/18/10","SURFACE",46.699,-92.0118,"Great Lakes","GL1_Superior","WI",2010,2.37,0.963,0.24,0.054,0.027,19.6,39.4,0.4,NA,"Oligo","Meso","Meso","Oligo","Meso",1.97847376502529,"Meso"
"802","NCCAGL10-2003_1_SURFACE",11054,"NCCAGL10-2003",1,"8/11/10","SURFACE",46.6307,-90.8776,"Great Lakes","GL1_Superior","WI",2010,2.02,0.439,0.219,0.004,0.0027,NA,242.8,3.9,NA,"Oligo","Meso","Oligo","Eu","Meso",-274.875115014064,"Oligo"
"803","NCCAGL10-2005_1_SURFACE",11056,"NCCAGL10-2005",1,"8/29/10","SURFACE",46.8241,-92.0179,"Great Lakes","GL1_Superior","MN",2010,0.61,0.484,0.352,0.005,0.004,193.8,202.5,6.7,NA,"Oligo","Meso","Oligo","Eu","Oligo",-293.658482490985,"Oligo"
"804","NCCAGL10-2007_1_SURFACE",11057,"NCCAGL10-2007",1,"7/28/10","SURFACE",46.727,-89.9695,"Great Lakes","GL1_Superior","MI",2010,0.89,0.433,0.317,0.0012,0.004,174.5,NA,8.2,NA,"Oligo","Meso","Oligo","Eu","Oligo",-409.450260648269,"Oligo"
"805","NCCAGL10-2011_1_SURFACE",11058,"NCCAGL10-2011",1,"8/10/10","SURFACE",46.7329,-90.8392,"Great Lakes","GL1_Superior","WI",2010,0.47,0.438,0.258,0.002,0.0027,NA,509.9,6.7,NA,"Oligo","Meso","Oligo","Eu","Oligo",-349.119817693098,"Oligo"
"806","NCCAGL10-2020_1_SURFACE",11059,"NCCAGL10-2020",1,"8/9/10","SURFACE",46.6012,-90.5568,"Great Lakes","GL1_Superior","WI",2010,0.64,0.295,0.295,0.003,0.0027,NA,197.7,5,NA,"Oligo","Meso","Oligo","Eu","Oligo",-346.277894553034,"Oligo"
"807","NCCAGL10-2035_1_SURFACE",11060,"NCCAGL10-2035",1,"8/12/10","SURFACE",46.9347,-90.7673,"Great Lakes","GL1_Superior","WI",2010,0.64,0.477,0.287,0.002,0.0027,NA,479.6,8.1,NA,"Oligo","Meso","Oligo","Eu","Oligo",-351.87071628079,"Oligo"
"808","NCCAGL10-2036_1_SURFACE",11061,"NCCAGL10-2036",1,"9/8/10","SURFACE",46.8783,-91.1151,"Great Lakes","GL1_Superior","WI",2010,0.78,0.339,0.339,0.003,0.0027,NA,299.9,5.5,NA,"Oligo","Meso","Oligo","Eu","Oligo",-341.777570857843,"Oligo"
"809","NCCAGL10-2041_1_SURFACE",11062,"NCCAGL10-2041",1,"8/10/10","SURFACE",46.698,-90.6943,"Great Lakes","GL1_Superior","WI",2010,0.74,0.457,0.297,0.002,0.0027,NA,421.2,7.8,NA,"Oligo","Meso","Oligo","Eu","Oligo",-354.984064019497,"Oligo"
"810","NCCAGL10-2050_1_SURFACE",11065,"NCCAGL10-2050",1,"7/27/10","SURFACE",45.0321,-87.0802,"Great Lakes","GL3_Michigan","WI",2010,0.34,0.178,0.178,0.003,0.0027,NA,140.6,11.3,NA,"Oligo","Meso","Oligo","Eu","Oligo",-314.78015023671,"Oligo"
"811","NCCAGL10-2056_1_SURFACE",11068,"NCCAGL10-2056",1,"7/26/10","SURFACE",44.6415,-87.9436,"Great Lakes","GL3_Michigan","WI",2010,5.34,0.56,0.001,0.024,0.0027,NA,51.8,1.6,NA,"Meso","Meso","Meso","Meso","Eu",141.249460479136,"Eu"
"812","NCCAGL10-2060_1_SURFACE",11069,"NCCAGL10-2060",1,"7/26/10","SURFACE",44.5887,-87.9927,"Great Lakes","GL3_Michigan","WI",2010,31.7,1.28,0.001,0.13,0.014,NA,21.8,0.6,NA,"Eu","Eu","Eu","Oligo","Hyper",326.794151570872,"Eu"
"813","NCCAGL10-2092_1_SURFACE",11072,"NCCAGL10-2092",1,"7/11/10","SURFACE",43.9607,-83.3,"Great Lakes","GL4_Huron Saginaw","MI",2010,2.52,0.394,0.17,0.005,0.005,74.9,192,2.6,NA,"Oligo","Meso","Oligo","Meso","Meso",-80.2008094467,"Meso"
"814","NCCAGL10-2093_1_SURFACE",11073,"NCCAGL10-2093",1,"7/15/10","SURFACE",45.681,-84.3383,"Great Lakes","GL2_Huron","MI",2010,0.74,0.356,0.198,0.0012,0.004,109,NA,13,NA,"Oligo","Meso","Oligo","Eu","Oligo",-399.864705088767,"Oligo"
"815","NCCAGL10-2140_1_SURFACE",11075,"NCCAGL10-2140",1,"8/27/10","SURFACE",41.5068,-82.1551,"Great Lakes","GL6_Erie Mid","OH",2010,7.16,0.299,0.003,0.016,0.0027,NA,41.2,2.3,NA,"Meso","Meso","Meso","Meso","Eu",101.60528042871,"Eu"
"816","NCCAGL10-GLBA10-002_1_SURFACE",11076,"NCCAGL10-GLBA10-002",1,"9/25/10","SURFACE",46.9445,-88.1354,"Great Lakes","GL1_Superior","MI",2010,1.38,0.376,0.363,0.003,0.006,133.2,276.4,4.1,NA,"Oligo","Meso","Oligo","Eu","Oligo",-343.945970979423,"Oligo"
"817","NCCAGL10-GLBA10-003_1_SURFACE",11077,"NCCAGL10-GLBA10-003",1,"6/24/10","SURFACE",45.4189,-84.9312,"Great Lakes","GL3_Michigan","MI",2010,0.84,0.399,0.259,0.004,0.007,81.5,219.7,4.7,NA,"Oligo","Meso","Oligo","Eu","Oligo",-226.906412545271,"Oligo"
"818","NCCAGL10-GLBA10-004_1_SURFACE",11078,"NCCAGL10-GLBA10-004",1,"7/24/10","SURFACE",45.9733,-84.4953,"Great Lakes","GL2_Huron","MI",2010,0.58,0.371,0.23,0.0012,0.004,126.6,NA,9.1,NA,"Oligo","Meso","Oligo","Eu","Oligo",-386.890523713122,"Oligo"
"819","NCCAGL10-GLBA10-006_1_SURFACE",11079,"NCCAGL10-GLBA10-006",1,"9/17/10","SURFACE",46.8663,-91.1593,"Great Lakes","GL1_Superior","WI",2010,0.55,0.41,0.383,0.004,0.004,210.8,225.5,4.1,NA,"Oligo","Meso","Oligo","Eu","Oligo",-307.308532487735,"Oligo"
"820","NCCAGL10-GLBA10-007_1_SURFACE",11080,"NCCAGL10-GLBA10-007",1,"8/1/10","SURFACE",45.8733,-86.5624,"Great Lakes","GL3_Michigan","MI",2010,3.32,0.339,0.003,0.009,0.004,1.7,87.5,2.8,NA,"Oligo","Meso","Oligo","Meso","Meso",-31.2008530448073,"Meso"
"821","NCCAGL10-GLBA10-009_1_SURFACE",11082,"NCCAGL10-GLBA10-009",1,"8/18/10","SURFACE",44.8758,-87.4116,"Great Lakes","GL3_Michigan","WI",2010,6.3,0.448,0.032,0.02,0.005,14.1,49.7,2.1,NA,"Meso","Meso","Meso","Meso","Eu",-8.30702517230775,"Meso"
"822","NCCAGL10-GLBA10-011_1_SURFACE",11083,"NCCAGL10-GLBA10-011",1,"7/14/10","SURFACE",45.7599,-87.0141,"Great Lakes","GL3_Michigan","MI",2010,2.23,0.386,0.106,0.008,0.006,38.9,104.1,5.1,NA,"Oligo","Meso","Oligo","Eu","Meso",-155.910947898844,"Oligo"
"823","NCCAGL10-GLBA10-012_1_SURFACE",11084,"NCCAGL10-GLBA10-012",1,"8/25/10","SURFACE",44.2621,-83.4833,"Great Lakes","GL4_Huron Saginaw","MI",2010,1.4,0.4,0.214,0.003,0.002,235.6,266.9,5.6,NA,"Oligo","Meso","Oligo","Eu","Oligo",-127.096897360363,"Oligo"
"824","NCCAGL10-GLBA10-015_1_SURFACE",11087,"NCCAGL10-GLBA10-015",1,"6/15/10","SURFACE",44.7876,-85.5932,"Great Lakes","GL3_Michigan","MI",2010,1.31,0.361,0.262,0.003,0.005,115.4,315.7,6.9,NA,"Oligo","Meso","Oligo","Eu","Oligo",-262.115904294357,"Oligo"
"825","NCCAGL10-GLBA10-016_1_SURFACE",11088,"NCCAGL10-GLBA10-016",1,"7/20/10","SURFACE",42.1452,-80.0967,"Great Lakes","GL7_Erie East","PA",2010,23.06,0.538,0.001,0.042,0.005,NA,28.2,1.1,NA,"Eu","Meso","Meso","Meso","Hyper",226.973537429606,"Eu"
"826","NCCAGL10-GLBA10-017_1_SURFACE",11089,"NCCAGL10-GLBA10-017",1,"8/16/10","SURFACE",43.4696,-76.518,"Great Lakes","GL8_Ontario","NY",2010,8.94,0.778,0.395,0.041,0.023,37.8,42.3,1.8,NA,"Meso","Meso","Meso","Meso","Eu",59.4309786454259,"Meso"
"827","NCCAGL10-GLBA10-018_1_SURFACE",11090,"NCCAGL10-GLBA10-018",1,"9/25/10","SURFACE",46.7599,-88.4744,"Great Lakes","GL1_Superior","MI",2010,1.39,0.371,0.366,0.004,0.005,161.2,221.3,6.6,NA,"Oligo","Meso","Oligo","Eu","Oligo",-338.169858092266,"Oligo"
"828","NCCAGL10-GLBA10-022_1_SURFACE",11094,"NCCAGL10-GLBA10-022",1,"9/8/10","SURFACE",46.6173,-90.9003,"Great Lakes","GL1_Superior","WI",2010,2.82,0.486,0.351,0.009,0.004,193.2,122,3.1,NA,"Oligo","Meso","Oligo","Eu","Meso",-222.364211227105,"Oligo"
"829","NCCAGL10-GLBA10-025_1_SURFACE",11097,"NCCAGL10-GLBA10-025",1,"8/19/10","SURFACE",44.8931,-87.4034,"Great Lakes","GL3_Michigan","WI",2010,5.08,0.441,0.029,0.019,0.005,12.8,51.4,1.9,NA,"Meso","Meso","Meso","Meso","Eu",-6.9079473896384,"Meso"
"830","NCCAGL10-GLBA10-027_1_SURFACE",11099,"NCCAGL10-GLBA10-027",1,"7/15/10","SURFACE",45.747,-87.0109,"Great Lakes","GL3_Michigan","MI",2010,2.12,0.389,0.12,0.01,0.006,44,89.7,3.1,NA,"Oligo","Meso","Oligo","Eu","Meso",-123.899248971137,"Oligo"
"831","NCCAGL10-GLBA10-028_1_SURFACE",11100,"NCCAGL10-GLBA10-028",1,"8/11/10","SURFACE",43.8973,-83.3836,"Great Lakes","GL4_Huron Saginaw","MI",2010,12.89,0.7,0.013,0.02,0.007,4.1,79.1,1,NA,"Meso","Meso","Meso","Oligo","Hyper",162.736147198462,"Eu"
"832","NCCAGL10-GLBA10-033_1_SURFACE",11104,"NCCAGL10-GLBA10-033",1,"6/13/10","SURFACE",44.0063,-76.1693,"Great Lakes","GL8_Ontario","NY",2010,1.43,0.375,0.208,0.01,0.002,229,85.4,4.7,NA,"Oligo","Meso","Oligo","Eu","Oligo",-60.1500403663346,"Meso"
"833","NCCAGL10-GLBA10-035_1_SURFACE",11106,"NCCAGL10-GLBA10-035",1,"8/1/10","SURFACE",45.8265,-86.6269,"Great Lakes","GL3_Michigan","MI",2010,3.4,0.302,0.027,0.007,0.005,11.9,101.5,3.2,NA,"Oligo","Meso","Oligo","Eu","Meso",-127.773739963944,"Oligo"
"834","NCCAGL10-GLBA10-037_1_SURFACE",11107,"NCCAGL10-GLBA10-037",1,"9/8/10","SURFACE",43.3105,-77.7161,"Great Lakes","GL8_Ontario","NY",2010,16.73,0.649,0.011,0.063,0.009,2.7,22.8,0.7,NA,"Meso","Meso","Meso","Oligo","Hyper",228.87306142293,"Eu"
"835","NCCAGL10-GLBA10-038_1_SURFACE",11108,"NCCAGL10-GLBA10-038",1,"8/23/10","SURFACE",46.7506,-92.095,"Great Lakes","GL1_Superior","MN",2010,1.55,1.085,0.228,0.064,0.023,21.8,37.7,0.5,NA,"Oligo","Eu","Meso","Oligo","Oligo",21.1730539238154,"Meso"
"836","NCCAGL10-GLBA10-040_1_SURFACE",11109,"NCCAGL10-GLBA10-040",1,"7/29/10","SURFACE",41.7442,-83.4651,"Great Lakes","GL5_Erie West","MI",2010,56.71,1.473,0.416,0.201,0.056,16.4,16.2,0.4,NA,"Eu","Eu","Eu","Oligo","Hyper",203.203029871509,"Eu"
"837","NCCAGL10-GLBA10-043_1_SURFACE",11111,"NCCAGL10-GLBA10-043",1,"6/22/10","SURFACE",45.1522,-85.5717,"Great Lakes","GL3_Michigan","MI",2010,0.4,0.339,0.263,0.0012,0.007,82.7,NA,5,NA,"Oligo","Meso","Oligo","Eu","Oligo",-329.094818459196,"Oligo"
"838","NCCAGL10-GLBA10-045_1_SURFACE",11113,"NCCAGL10-GLBA10-045",1,"9/21/10","SURFACE",46.885,-88.2264,"Great Lakes","GL1_Superior","MI",2010,1.51,0.366,0.326,0.003,0.004,179.5,245.8,1.7,NA,"Oligo","Meso","Oligo","Meso","Oligo",-299.9281433682,"Oligo"
"839","NCCAGL10-GLBA10-046_1_SURFACE",11114,"NCCAGL10-GLBA10-046",1,"8/24/10","SURFACE",45.0559,-87.1041,"Great Lakes","GL3_Michigan","WI",2010,1.4,0.375,0.147,0.006,0.0027,NA,131,3.4,NA,"Oligo","Meso","Oligo","Eu","Oligo",-151.994880168035,"Oligo"
"840","NCCAGL10-GLBA10-051_1_SURFACE",11118,"NCCAGL10-GLBA10-051",1,"7/25/10","SURFACE",45.8322,-86.5923,"Great Lakes","GL3_Michigan","MI",2010,2.73,0.32,0.031,0.005,0.004,17.1,149,4.1,NA,"Oligo","Meso","Oligo","Eu","Meso",-154.161872164022,"Oligo"
"841","NCCAGL10-GLBA10-052_1_SURFACE",11119,"NCCAGL10-GLBA10-052",1,"7/28/10","SURFACE",46.4486,-84.4653,"Great Lakes","GL1_Superior","MI",2010,0.92,0.423,0.276,0.006,0.005,121.6,143.8,1.6,NA,"Oligo","Meso","Oligo","Meso","Oligo",-237.308999395273,"Oligo"
"842","NCCAGL10-GLBA10-053_1_SURFACE",11120,"NCCAGL10-GLBA10-053",1,"8/17/10","SURFACE",43.2549,-76.9505,"Great Lakes","GL8_Ontario","NY",2010,48.4,0.903,0.001,0.071,0.003,NA,28.2,1.3,NA,"Eu","Meso","Meso","Meso","Hyper",333.361024992076,"Eu"
"843","NCCAGL10-GLBA10-054_1_SURFACE",11121,"NCCAGL10-GLBA10-054",1,"8/30/10","SURFACE",46.7635,-92.0974,"Great Lakes","GL1_Superior","MI",2010,9.29,1.004,0.252,0.055,0.02,27.7,40.4,1,NA,"Meso","Eu","Meso","Oligo","Eu",-21.4291415203424,"Meso"
"844","NCCAGL10-GLBA10-056_1_SURFACE",11123,"NCCAGL10-GLBA10-056",1,"8/12/10","SURFACE",41.7165,-87.5056,"Great Lakes","GL3_Michigan","IN",2010,0.96,0.441,0.233,0.004,0.004,128.3,235.6,6.5,NA,"Oligo","Meso","Oligo","Eu","Oligo",-213.687376993336,"Oligo"
"845","NCCAGL10-GLBA10-057_1_SURFACE",11124,"NCCAGL10-GLBA10-057",1,"8/26/10","SURFACE",45.1534,-87.1815,"Great Lakes","GL3_Michigan","WI",2010,3.26,0.373,0.022,0.013,0.004,12.1,61.4,2.8,NA,"Oligo","Meso","Meso","Meso","Meso",-49.7425203663182,"Meso"
"846","NCCAGL10-GLBA10-060_1_SURFACE",11127,"NCCAGL10-GLBA10-060",1,"7/17/10","SURFACE",42.1497,-80.0566,"Great Lakes","GL7_Erie East","PA",2010,7.88,0.58,0.255,0.023,0.005,112.3,55.7,0.9,NA,"Meso","Meso","Meso","Oligo","Eu",51.236343334406,"Meso"
"847","NCCAGL10-GLBA10-061_1_SURFACE",11128,"NCCAGL10-GLBA10-061",1,"9/22/10","SURFACE",46.9463,-88.1224,"Great Lakes","GL1_Superior","MI",2010,1.09,0.375,0.359,0.0012,0.005,158.1,NA,3.1,NA,"Oligo","Meso","Oligo","Eu","Oligo",-393.902757278548,"Oligo"
"848","NCCAGL10-GLBA10-062_1_SURFACE",11129,"NCCAGL10-GLBA10-062",1,"8/22/10","SURFACE",45.2004,-87.0371,"Great Lakes","GL3_Michigan","WI",2010,1.78,0.399,0.127,0.009,0.005,55.9,96.4,2.7,NA,"Oligo","Meso","Oligo","Meso","Meso",-120.923557993615,"Oligo"
"849","NCCAGL10-GLBA10-064_1_SURFACE",11131,"NCCAGL10-GLBA10-064",1,"7/28/10","SURFACE",41.5429,-82.7985,"Great Lakes","GL5_Erie West","OH",2010,15.04,0.556,0.003,0.03,0.005,1.3,41,0.7,NA,"Meso","Meso","Meso","Oligo","Hyper",156.090701331478,"Eu"
"850","NCCAGL10-GLBA10-065_1_SURFACE",11132,"NCCAGL10-GLBA10-065",1,"6/17/10","SURFACE",43.6737,-76.1896,"Great Lakes","GL8_Ontario","NY",2010,11.8,0.566,0.012,0.042,0.007,3.8,29.7,1.5,NA,"Meso","Meso","Meso","Meso","Hyper",163.757372947132,"Eu"
"851","NCCAGL10-GLBA10-066_1_SURFACE",11133,"NCCAGL10-GLBA10-066",1,"9/26/10","SURFACE",46.7629,-88.4625,"Great Lakes","GL1_Superior","MI",2010,1.42,0.373,0.361,0.004,0.006,132.5,213,7,NA,"Oligo","Meso","Oligo","Eu","Oligo",-344.18219682665,"Oligo"
"852","NCCAGL10-GLBA10-067_1_SURFACE",11134,"NCCAGL10-GLBA10-067",1,"7/23/10","SURFACE",45.7895,-86.5996,"Great Lakes","GL3_Michigan","MI",2010,2.56,0.284,0.011,0.005,0.004,6.1,131.7,3.8,NA,"Oligo","Meso","Oligo","Eu","Meso",-133.952681362818,"Oligo"
"853","NCCAGL10-GLBA10-069_1_SURFACE",11136,"NCCAGL10-GLBA10-069",1,"6/16/10","SURFACE",43.8591,-76.2086,"Great Lakes","GL8_Ontario","NY",2010,2.38,0.441,0.245,0.006,0.002,269.7,169.5,5.8,NA,"Oligo","Meso","Oligo","Eu","Meso",-95.020166427137,"Oligo"
"854","NCCAGL10-GLBA10-071_1_SURFACE",11138,"NCCAGL10-GLBA10-071",1,"8/5/10","SURFACE",45.8467,-86.7631,"Great Lakes","GL3_Michigan","MI",2010,2.42,0.325,0.006,0.008,0.008,1.7,87.3,2.3,NA,"Oligo","Meso","Oligo","Meso","Meso",-71.644013338021,"Meso"
"855","NCCAGL10-GLBA10-072_1_SURFACE",11139,"NCCAGL10-GLBA10-072",1,"7/29/10","SURFACE",41.7178,-83.4672,"Great Lakes","GL5_Erie West","OH",2010,31.79,1.568,0.746,0.17,0.063,26.1,20.4,0.5,NA,"Eu","Eu","Eu","Oligo","Hyper",169.712332720804,"Eu"
"856","NCCAGL10-GLBA10-075_1_SURFACE",11141,"NCCAGL10-GLBA10-075",1,"6/22/10","SURFACE",45.1351,-85.5808,"Great Lakes","GL3_Michigan","MI",2010,0.47,0.353,0.269,0.0012,0.006,98.7,NA,8.6,NA,"Oligo","Meso","Oligo","Eu","Oligo",-342.810387208663,"Oligo"
"857","NCCAGL10-GLBA10-076_1_SURFACE",11142,"NCCAGL10-GLBA10-076",1,"8/10/10","SURFACE",43.8915,-83.3436,"Great Lakes","GL4_Huron Saginaw","MI",2010,11.48,0.71,0.01,0.019,0.01,2.2,81.6,0.9,NA,"Meso","Meso","Meso","Oligo","Hyper",162.187706049095,"Eu"
"858","NCCAGL10-GLBA10-082_1_SURFACE",11147,"NCCAGL10-GLBA10-082",1,"9/18/10","SURFACE",46.8595,-91.1623,"Great Lakes","GL1_Superior","WI",2010,0.52,0.41,0.38,0.004,0.004,209.2,230.2,4.4,NA,"Oligo","Meso","Oligo","Eu","Oligo",-309.762629814029,"Oligo"
"859","NCCAGL10-GLBA10-083_1_SURFACE",11148,"NCCAGL10-GLBA10-083",1,"7/31/10","SURFACE",45.8826,-86.5857,"Great Lakes","GL3_Michigan","MI",2010,3.16,0.397,0.013,0.01,0.005,5.7,89.7,1.8,NA,"Oligo","Meso","Oligo","Meso","Meso",-38.1707397961967,"Meso"
"860","NCCAGL10-GLBA10-085_1_SURFACE",11149,"NCCAGL10-GLBA10-085",1,"9/9/10","SURFACE",43.2544,-76.9761,"Great Lakes","GL8_Ontario","NY",2010,12.03,0.649,0.154,0.038,0.008,42.4,37.6,2.7,NA,"Meso","Meso","Meso","Meso","Hyper",75.0645350715881,"Meso"
"861","NCCAGL10-GLBA10-086_1_SURFACE",11150,"NCCAGL10-GLBA10-086",1,"8/17/10","SURFACE",43.0282,-87.8937,"Great Lakes","GL3_Michigan","WI",2010,22.04,0.91,0.444,0.031,0.005,195.5,64.1,1.4,NA,"Eu","Meso","Meso","Meso","Hyper",28.4961310710646,"Meso"
"862","NCCAGL10-GLBA10-088_1_SURFACE",11152,"NCCAGL10-GLBA10-088",1,"8/15/10","SURFACE",41.6765,-87.4406,"Great Lakes","GL3_Michigan","IN",2010,1.17,1.275,0.995,0.029,0.015,146.1,98.6,2.2,NA,"Oligo","Eu","Meso","Meso","Oligo",-13.9015124810036,"Meso"
"863","NCCAGL10-GLBA10-089_1_SURFACE",11153,"NCCAGL10-GLBA10-089",1,"8/29/10","SURFACE",44.6204,-88.0102,"Great Lakes","GL3_Michigan","WI",2010,41.24,1.38,0.005,0.098,0.008,1.4,31.1,0.5,NA,"Eu","Eu","Meso","Oligo","Hyper",291.454495695467,"Eu"
"864","NCCAGL10-GLBA10-091_1_SURFACE",11155,"NCCAGL10-GLBA10-091",1,"6/14/10","SURFACE",44.7902,-85.628,"Great Lakes","GL3_Michigan","MI",2010,0.98,0.336,0.25,0.0012,0.004,137.6,NA,7.4,NA,"Oligo","Meso","Oligo","Eu","Oligo",-329.123900681444,"Oligo"
"865","NCCAGL10-GLBA10-092_1_SURFACE",11156,"NCCAGL10-GLBA10-092",1,"7/19/10","SURFACE",42.1651,-80.0591,"Great Lakes","GL7_Erie East","PA",2010,6.64,0.443,0.172,0.012,0.005,75.7,79.3,1.4,NA,"Meso","Meso","Meso","Meso","Eu",-24.0944275257571,"Meso"
"866","NCCAGL10-GLBA10-095_1_SURFACE",11158,"NCCAGL10-GLBA10-095",1,"7/27/10","SURFACE",45.9862,-84.3288,"Great Lakes","GL2_Huron","MI",2010,1.05,0.334,0.048,0.012,0.009,11.7,62.2,1.4,NA,"Oligo","Meso","Meso","Meso","Oligo",-140.427394752625,"Oligo"
"867","NCCAGL10-GLBA10-096_1_SURFACE",11159,"NCCAGL10-GLBA10-096",1,"7/26/10","SURFACE",41.5022,-81.7157,"Great Lakes","GL6_Erie Mid","OH",2010,7.83,1.478,1.17,0.052,0.024,107.3,63,1,NA,"Meso","Eu","Meso","Oligo","Eu",138.845249877748,"Eu"
"868","NCCAGL10-GLBA10-098_1_SURFACE",11160,"NCCAGL10-GLBA10-098",1,"9/27/10","SURFACE",46.7889,-88.4435,"Great Lakes","GL1_Superior","MI",2010,1.38,0.374,0.365,0.003,0.005,160.7,260.4,6.4,NA,"Oligo","Meso","Oligo","Eu","Oligo",-356.718978304276,"Oligo"
"869","NCCAGL10-GLBA10-101_1_SURFACE",11162,"NCCAGL10-GLBA10-101",1,"6/12/10","SURFACE",44.0354,-76.1686,"Great Lakes","GL8_Ontario","NY",2010,1.8,0.354,0.176,0.007,0.002,193.8,105.9,5.4,NA,"Oligo","Meso","Oligo","Eu","Meso",-91.2118576520821,"Oligo"
"870","NCCAGL10-GLBA10-102_1_SURFACE",11163,"NCCAGL10-GLBA10-102",1,"9/8/10","SURFACE",46.597,-90.9086,"Great Lakes","GL1_Superior","WI",2010,2.54,0.481,0.336,0.007,0.004,185,147.2,3,NA,"Oligo","Meso","Oligo","Meso","Meso",-238.723797067955,"Oligo"
"871","NCCAGL10-GLBA10-103_1_SURFACE",11164,"NCCAGL10-GLBA10-103",1,"8/4/10","SURFACE",45.826,-86.5687,"Great Lakes","GL3_Michigan","MI",2010,4.7,0.325,0.006,0.007,0.004,3.3,100.6,2.9,NA,"Oligo","Meso","Oligo","Meso","Eu",-72.3413502031799,"Meso"
"872","NCCAGL10-GLBA10-106_1_SURFACE",11166,"NCCAGL10-GLBA10-106",1,"8/30/10","SURFACE",44.5707,-88.0134,"Great Lakes","GL3_Michigan","WI",2010,49.64,1.345,0.003,0.174,0.014,0.5,17.1,0.3,NA,"Eu","Eu","Eu","Oligo","Hyper",348.749507341715,"Eu"
"873","NCCAGL10-GLBA10-107_1_SURFACE",11167,"NCCAGL10-GLBA10-107",1,"7/13/10","SURFACE",45.7528,-87.0349,"Great Lakes","GL3_Michigan","MI",2010,2.31,0.379,0.097,0.008,0.006,35.6,110.8,4.4,NA,"Oligo","Meso","Oligo","Eu","Meso",-149.543912375692,"Oligo"
"874","NCCAGL10-GLBA10-108_1_SURFACE",11168,"NCCAGL10-GLBA10-108",1,"8/18/10","SURFACE",43.8888,-83.3735,"Great Lakes","GL4_Huron Saginaw","MI",2010,13,0.761,0.004,0.036,0.002,4.4,47.3,0.7,NA,"Meso","Meso","Meso","Oligo","Hyper",288.009285053806,"Eu"
"875","NCCAGL10-GLBA10-109_1_SURFACE",11169,"NCCAGL10-GLBA10-109",1,"9/23/10","SURFACE",47.1263,-88.2841,"Great Lakes","GL1_Superior","MI",2010,1.18,0.39,0.372,0.003,0.006,136.5,250.1,4.7,NA,"Oligo","Meso","Oligo","Eu","Oligo",-346.647175319762,"Oligo"
"876","NCCAGL10-GLBA10-111_1_SURFACE",11171,"NCCAGL10-GLBA10-111",1,"6/16/10","SURFACE",44.8372,-85.5286,"Great Lakes","GL3_Michigan","MI",2010,1.11,0.361,0.25,0.0012,0.004,137.6,NA,7.1,NA,"Oligo","Meso","Oligo","Eu","Oligo",-321.483706716397,"Oligo"
"877","NCCAGL10-GLBA10-115_1_SURFACE",11175,"NCCAGL10-GLBA10-115",1,"7/24/10","SURFACE",45.818,-86.5946,"Great Lakes","GL3_Michigan","MI",2010,2.48,0.333,0.047,0.005,0.005,20.7,155.3,3.7,NA,"Oligo","Meso","Oligo","Eu","Meso",-163.59255536514,"Oligo"
"878","NCCAGL10-GLBA10-118_1_SURFACE",11177,"NCCAGL10-GLBA10-118",1,"8/22/10","SURFACE",46.7394,-92.0861,"Great Lakes","GL1_Superior","WI",2010,3.28,1.061,0.214,0.063,0.024,19.6,37.2,0.6,NA,"Oligo","Eu","Meso","Oligo","Meso",11.8860121442068,"Meso"
"879","NCCAGL10-GLBA10-119_1_SURFACE",11178,"NCCAGL10-GLBA10-119",1,"7/16/10","SURFACE",45.8729,-86.9893,"Great Lakes","GL3_Michigan","MI",2010,1.96,0.519,0.106,0.012,0.007,33.3,98.1,2.8,NA,"Oligo","Meso","Meso","Meso","Meso",-83.2802211079709,"Oligo"
